Middle East & North Africa (IDA & IBRD countries),TMN,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,4.27272727272727E-01,2.01818181818182E+00,2.24545454545455E+00,4.79090909090909E+00,5.45833333333333E+00,6.04166666666667E+00,6.39166666666667E+00,7.57500000000000E+00
Middle income,MIC,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51153846153846E+00,6.57888888888889E+00,8.43516483516484E+00,1.13791208791209E+01,1.22923076923077E+01,1.43271739130435E+01,1.52576086956522E+01,1.72282608695652E+01,1.78872340425532E+01,2.00941747572816E+01,2.11213592233010E+01,2.30533980582524E+01
North America,NAC,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02
Not classified,INX,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64333333333333E+01,4.85033333333333E+01,5.00000000000000E+01,5.09451612903226E+01,5.23806451612903E+01,5.44677419354839E+01,5.61419354838710E+01,6.34612903225806E+01,6.23096774193548E+01,6.80382352941176E+01,6.62264705882353E+01,6.57558823529412E+01
Other small states,OSS,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75700000000000E+01,1.14473684210526E+01,1.12190476190476E+01,1.32434782608696E+01,1.27375000000000E+01,1.23958333333333E+01,1.26041666666667E+01,1.31360000000000E+01,1.28461538461538E+01,1.28807692307692E+01,1.40538461538462E+01,1.59807692307692E+01
Pacific island small states,PSS,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35555555555556E+00,3.14444444444444E+00,3.71111111111111E+00,4.57777777777778E+00,4.70000000000000E+00,5.40000000000000E+00,5.30000000000000E+00,7.51111111111111E+00,7.72222222222222E+00,9.43333333333333E+00,1.08888888888889E+01,1.12444444444444E+01
Post-demographic dividend,PST,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68033333333333E+01,3.77806451612903E+01,3.86781250000000E+01,4.27968750000000E+01,4.48718750000000E+01,4.59406250000000E+01,4.93968750000000E+01,5.26264705882353E+01,5.15676470588235E+01,5.63000000000000E+01,5.72055555555556E+01,5.67916666666667E+01
Pre-demographic dividend,PRE,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44827586206897E-03,3.03030303030303E-03,2.94117647058824E-03,4.41176470588235E-02,6.47058823529412E-02,7.94117647058823E-02,2.17647058823529E-01,3.47058823529412E-01,4.00000000000000E-01,7.38888888888889E-01,6.88611111111111E-01,1.15750000000000E+00
Small states,SST,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.37619047619047E+00,7.11025641025641E+00,7.32926829268293E+00,8.64090909090909E+00,8.56888888888889E+00,8.61777777777778E+00,8.65333333333333E+00,9.40425531914894E+00,9.36458333333333E+00,1.00625000000000E+01,1.12687500000000E+01,1.27312500000000E+01
South Asia,SAS,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.80000000000000E-01,4.60000000000000E-01,6.40000000000000E-01,6.20000000000000E-01,1.78000000000000E+00,2.92000000000000E+00,3.78000000000000E+00,5.94000000000000E+00,6.82000000000000E+00,7.70000000000000E+00,1.13000000000000E+01,1.27000000000000E+01
South Asia (IDA & IBRD),TSA,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.80000000000000E-01,4.60000000000000E-01,6.40000000000000E-01,6.20000000000000E-01,1.78000000000000E+00,2.92000000000000E+00,3.78000000000000E+00,5.94000000000000E+00,6.82000000000000E+00,7.70000000000000E+00,1.13000000000000E+01,1.27000000000000E+01
Sub-Saharan Africa,SSF,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46944444444444E+00,4.53409090909091E+00,4.47777777777778E+00,5.34222222222222E+00,5.64444444444444E+00,5.34000000000000E+00,5.49333333333333E+00,5.88000000000000E+00,6.13913043478261E+00,6.49361702127660E+00,6.33595744680851E+00,7.06744680851064E+00
Sub-Saharan Africa (excluding high income),SSA,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46944444444444E+00,4.63953488372093E+00,4.57954545454545E+00,5.46363636363636E+00,5.77272727272727E+00,5.46136363636364E+00,5.61818181818182E+00,6.01363636363637E+00,6.27555555555556E+00,6.63478260869565E+00,6.47369565217391E+00,7.22108695652174E+00
Sub-Saharan Africa (IDA & IBRD countries),TSS,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46944444444444E+00,4.53409090909091E+00,4.47777777777778E+00,5.34222222222222E+00,5.64444444444444E+00,5.34000000000000E+00,5.49333333333333E+00,5.88000000000000E+00,6.13913043478261E+00,6.49361702127660E+00,6.33595744680851E+00,7.06744680851064E+00
Upper middle income,UMC,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10216216216216E+01,9.22222222222222E+00,1.28043478260870E+01,1.53173913043478E+01,1.73913043478261E+01,2.04565217391304E+01,2.15782608695652E+01,2.57413043478261E+01,2.58170212765957E+01,2.96078431372549E+01,3.06058823529412E+01,3.27666666666667E+01
World,WLD,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56951388888889E+01,1.54564417177914E+01,1.67658682634731E+01,1.89594117647059E+01,1.98029239766082E+01,2.13046511627907E+01,2.27372093023256E+01,2.50482758620690E+01,2.51056179775281E+01,2.74417989417990E+01,2.82613227513227E+01,2.95543386243386E+01
Afghanistan,AFG,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
Albania,ALB,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
Algeria,DZA,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
American Samoa,ASM,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,ADO,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
Antigua and Barbuda,ATG,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
Argentina,ARG,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33000000000000E+01,9.50000000000000E+01,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02
Armenia,ARM,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.35000000000000E+01,2.44000000000000E+01,3.45000000000000E+01,3.83000000000000E+01,4.66000000000000E+01,5.60000000000000E+01,6.38000000000000E+01,6.58000000000000E+01,9.41000000000000E+01
Aruba,ABW,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.54000000000000E+01,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02,1.00000000000000E+02
Austria,AUT,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93000000000000E+01,4.54000000000000E+01,3.99000000000000E+01,4.06000000000000E+01,4.09000000000000E+01,3.92000000000000E+01,4.06000000000000E+01,5.16000000000000E+01,5.26000000000000E+01,5.18000000000000E+01,5.32000000000000E+01,5.28000000000000E+01
Azerbaijan,AZE,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
Bahrain,BHR,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91000000000000E+01,2.91000000000000E+01,2.50000000000000E+01,2.30000000000000E+01,2.36000000000000E+01,2.35000000000000E+01,2.60000000000000E+01,4.83000000000000E+01,2.90000000000000E+01
Bangladesh,BGD,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
Barbados,BRB,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
Belarus,BLR,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
Belgium,BEL,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
Belize,BLZ,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
